ChildlessnessPercent,CCF,HFDCountry,DHSIndianDistrict
.0285714287310839,2.066666603088379,0,1
.0384615398943424,2.284615278244019,0,1
.0243902429938316,2.609755992889404,0,1
0,2.898876428604126,0,1
.0117647061124444,2.588235378265381,0,1
.0099999997764826,2.819999933242798,0,1
.0086956517770886,2.400000095367432,0,1
.0810810774564743,2.144144058227539,0,1
.1648351699113846,1.747252702713013,0,1
.0086956517770886,2.13043475151062,0,1
.0803571417927742,1.919642806053162,0,1
.0404040403664112,2.060606002807617,0,1
.0235294122248888,2.176470518112183,0,1
.055045872926712,1.963302731513977,0,1
.0113636367022991,2.125,0,1
.0430107526481152,2.161290407180786,0,1
.0476190485060215,2.047619104385376,0,1
.0520833320915699,2.0625,0,1
.0405405387282372,2.229729652404785,0,1
.0267857145518064,2.089285612106323,0,1
.0309278350323439,2.257731914520264,0,1
.0425531901419163,2.404255390167236,0,1
.0869565233588219,2.113043546676636,0,1
.0599999986588955,2.119999885559082,0,1
.0288461539894342,2.615384578704834,0,1
.0530303046107292,2.727272748947144,0,1
.0769230797886848,2.75,0,1
.0454545468091965,2.909090995788574,0,1
.0941176488995552,2.670588254928589,0,1
.0560747645795345,2.41121506690979,0,1
.046875,2.59375,0,1
.110169492661953,2.144067764282227,0,1
.1009174287319183,2.064220190048218,0,1
.0756302550435066,2.336134433746338,0,1
.1315789520740509,2.429824590682983,0,1
.116504855453968,2.116504907608032,0,1
.0645161271095276,2.139785051345825,0,1
.0608695633709431,2.017391204833984,0,1
.0500000007450581,1.807142853736877,0,1
.0526315793395042,1.912280678749084,0,1
.0357142873108387,2.008928537368774,0,1
.0666666701436043,1.746666669845581,0,1
.0563380271196365,1.915493011474609,0,1
.0495867766439915,1.975206613540649,0,1
.0884955748915672,2.026548624038696,0,1
.0285714287310839,2.07619047164917,0,1
.059405941516161,2.148514747619629,0,1
.0882352963089943,2,0,1
.0796460211277008,2.761061906814575,0,1
.0487804859876633,3.146341562271118,0,1
.0434782616794109,2.23913049697876,0,1
.0476190485060215,2.166666746139526,0,1
.0352941192686558,2.011764764785767,0,1
.0652173906564713,2.09782600402832,0,1
.1653543263673782,1.503937005996704,0,1
.1639344245195389,1.6557377576828,0,1
