ccf,cebparous,r2,inplotlabel,panel,CCF,CEBParous,Panel
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7227724,2.7777777,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.1727273,3.1727273,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9111111,3.0114942,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.0144928,3.1044776,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5217392,2.7619047,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7982457,2.8738739,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.4347825,3.5505619,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7596898,2.894309,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4949496,2.6847825,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6774194,2.7977529,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4479167,2.5824175,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6333334,3.715909,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.2688172,3.2688172,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.0609756,3.2179487,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7575758,2.8736842,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6218488,3.6837606,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.5211267,3.6231885,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.8727272,3.9444444,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.8557692,3.893204,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.0701754,3.1818182,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9816513,3.0660377,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8090909,3.121212,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.295238,3.3921568,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8,2.8865979,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7474747,2.7755103,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4000001,2.5,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.2222223,2.4742267,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6391752,2.694737,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4938271,2.5897436,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,3.6201551,3.6484375,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6465516,2.7410715,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5816326,2.7802198,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9729729,3.1428571,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2,2.2105262,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.136842,2.3333333,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3690476,2.5189874,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.1683168,2.3804348,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6666667,2.8915663,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3764706,2.4337349,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4489796,2.5531914,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6517856,2.75,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7126436,2.7126436,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.326087,2.4883721,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4537816,2.5172415,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4414415,2.4862385,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.6601942,2.6601942,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.1481481,2.2970297,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.0370371,2.0952382,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.0162601,2.1565218,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.1981981,2.2803738,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.1458333,2.2391305,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.2307692,2.3068182,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.1020408,2.2391305,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.25,2.4000001,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5851064,2.7303371,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5974026,2.7027028,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.9642856,3.074074,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.7415731,2.8045976,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5232558,2.6463416,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5999999,2.7130435,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.9411764,2.0625,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,1.8181819,1.9444444,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.3660715,2.5,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.0666666,2.1274509,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.2846153,2.3759999,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.609756,2.675,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8988764,2.8988764,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.5882354,2.6190476,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.8199999,2.8484848,B
,,.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",,2.4000001,2.4210527,B
