CCF,CEBParous,r2,inplotlabel
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.666,3.0433791,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.577,2.968894,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.535,2.9272518,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.487,2.8718245,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.446,2.8375871,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.414,2.8102446,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.346,2.7829182,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.309,2.7520859,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.283,2.7178571,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.241,2.6902761,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.207,2.6849148,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.173,2.6761084,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.175,2.6492083,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.174,2.609844,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.147,2.5898674,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.116,2.5648484,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.1,2.5210085,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.103,2.5125449,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.095,2.4970202,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.077,2.4755661,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.053,2.4705174,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.04,2.4372759,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.029,2.4011834,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.016,2.3829787,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.775,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.794,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.784,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.764,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.72,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.696,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.665,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.603,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.547,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.568,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.522,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.508,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.516,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.509,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.503,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.523,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.48,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.413,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.43,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.384,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.34,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.331,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.309,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.274,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.252,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.286,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.303,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.279,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.238,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.255,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.211,2.5011313,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.223,2.4295082,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.189,2.4295228,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.249,2.4660087,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.22,2.4156692,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.214,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.19,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.153,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.151,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.142,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.091,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.08,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.082,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.025,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.967,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.937,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.92,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.895,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.878,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.865,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.851,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.826,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.798,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.77,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.742,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.72,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.695,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.658,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.632,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.607,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.575,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.549,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.535,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.528,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.508,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.494,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.487,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.477,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.466,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.451,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.437,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.428,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.43,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.429,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.421,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.049,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.044,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.054,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.024,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.021,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.061,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.063,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.041,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.044,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.029,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.969,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.956,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.986,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.993,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.995,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.971,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.964,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.985,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.99,2.2409909,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.985,2.248018,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.979,2.2463109,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.948,2.241657,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.92,2.2325583,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.91,2.2235157,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.872,2.2075472,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.827,2.1906474,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.786,2.1701093,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.744,2.1477833,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.699,2.1264081,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.689,2.1059849,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.626,2.0872915,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.527,2.0691056,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.544,2.0504649,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.538,2.0343916,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.487,2.0231292,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.47,2.0109439,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.455,2.0013754,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.445,1.9958564,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.443,1.9958506,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.438,1.9944521,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.432,1.9972106,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.439,2.0041783,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.455,2.0096686,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.471,2.0178328,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.479,2.0315933,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.991,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.978,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.989,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.995,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.035,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.058,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.01,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.999,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.971,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.93,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.951,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.95,2.0656779,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.954,2.0611815,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.993,2.0399182,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.949,2.0010266,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.929,1.9804928,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.911,1.9782609,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.824,1.9956236,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.755,2.0242214,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.736,2.0304093,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.722,2.0330579,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.734,2.0448112,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.731,2.0388691,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.731,2.026932,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.754,2.0045714,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.767,2.0034013,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.742,1.986317,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.728,1.9884925,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.698,1.9952997,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.699,2.0082743,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.726,2.0023203,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.741,2.0244186,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.771,2.0473988,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
,,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.499,2.8301246,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.432,2.7604995,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.407,2.6804008,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.317,2.6359499,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.267,2.5644796,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.214,2.5130534,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.184,2.4266667,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.124,2.3892014,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.081,2.3199553,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
2.047,2.2871509,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.997,2.2616081,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.947,2.204983,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.919,2.2006881,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.917,2.1983945,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.89,2.195122,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.9,2.2248244,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.875,2.2136953,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.875,2.2294886,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.869,2.232975,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.876,2.2467065,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.868,2.2533174,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.874,2.2578313,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.871,2.2596619,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.867,2.2685297,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.853,2.2515187,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.863,2.25,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.83,2.2317073,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.831,2.2247875,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.809,2.2060976,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.794,2.1931541,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.785,2.1794872,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.777,2.1723716,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.769,2.1599512,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.768,2.1456311,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.756,2.131068,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
1.758,2.1334951,0.80,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1"
