CCF,CEBParous,r2,inplotlabel,Panel,Title,Note,Source
1.998,2.3672986,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.982,2.3595238,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.972,2.3616767,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.974,2.3640718,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.9809999,2.3667862,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.985,2.3659117,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.987,2.3711216,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
1.9910001,2.375895,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0120001,2.3810651,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0239999,2.3867924,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0239999,2.3867924,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0339999,2.3901293,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.0510001,2.3932321,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.066,2.3995354,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.075,2.4127908,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.089,2.4234338,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.109,2.4297235,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.1110001,2.429229,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.1140001,2.4243119,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.1370001,2.4256527,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.1600001,2.4324324,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.1830001,2.4473095,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.2030001,2.4559643,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.2160001,2.4622223,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.221,2.473274,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.2279999,2.483835,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.2309999,2.4899554,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.2060001,2.4926553,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.1760001,2.4868572,0.80000001,"in 279 of 705 country-cohorts, the average number of children ever born among parous women was below 2.1",A,,,
2.6642337,2.7651515,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4731183,2.5555556,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0819671,2.2086957,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6147542,2.7739131,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7804878,2.8264463,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8053098,2.8303571,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.210084,2.2672415,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.704,2.7933884,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5891473,2.8547008,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9897959,2.1910112,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5934958,2.75,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2796609,2.4017856,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3909092,2.3909092,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3149607,2.3709676,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4866667,2.5033557,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6500001,2.6767676,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.945946,3.0277777,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4274194,2.5083334,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.734375,2.8,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7547169,2.7809525,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.9509804,2.1170213,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3284671,2.3805971,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5799999,2.5799999,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1929824,2.2321429,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2988505,2.4691358,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1960785,2.3829787,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2321429,2.3584905,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1217391,2.159292,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3565218,2.3565218,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3275862,2.3893805,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3421052,2.3839285,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7698412,2.8145161,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1123595,2.1123595,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3207548,2.4848485,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3050847,2.4504504,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3644068,2.4690266,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0751879,2.1904762,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0666666,2.1796875,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2627118,2.3628318,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4824562,2.5267856,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3142858,2.3649635,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4400001,2.4796748,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3909092,2.4579439,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2884614,2.3333333,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4857142,2.4857142,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3363636,2.4245284,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3939395,2.4496124,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7087379,2.7623763,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2089553,2.2769232,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0679612,2.1958764,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3228347,2.3790324,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.319149,2.3357143,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3658535,2.4556961,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8636363,2.9439251,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7352941,2.7352941,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7304349,2.880734,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8333333,2.8936169,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7943926,2.7943926,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5544555,2.6060605,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5999999,2.622807,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6396396,2.7904761,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5673077,2.5673077,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1463416,3.1463416,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7264152,2.7788463,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2086957,3.2946429,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.409091,3.4883721,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4069767,2.4352942,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.2252252,2.352381,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3666666,2.4067798,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4042554,2.4301076,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7788463,2.8333333,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6899226,2.7322834,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6043956,2.6333334,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6752136,2.7217391,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8545454,2.880734,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5894737,2.7032967,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.594203,2.6716418,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8928571,2.8928571,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7129629,2.7383177,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5982144,2.6216216,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7,2.7247705,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4710743,2.4710743,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5204082,2.5999999,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.284091,4.4352942,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7052631,2.7340426,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.3425925,3.3738317,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.5255475,2.562963,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8387096,2.9579833,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1785715,3.2720587,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1751826,3.1985295,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8333333,2.8333333,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1869159,3.2476192,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6600001,3.6969697,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4,4.0952382,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6666667,3.6666667,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4047618,3.4047618,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.326087,3.375,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7769785,2.8382354,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9487178,2.974138,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0884955,3.1160715,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1679389,3.1923077,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.3719008,3.4000001,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.28,3.28,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.28125,3.3157895,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.5641026,3.5641026,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0377359,3.1262136,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8804348,3.0113637,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9051723,2.982301,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0612245,3.0927835,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0930233,3.1417322,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9456522,2.9456522,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8707483,2.9929078,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1818182,3.2407408,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6694915,2.7631578,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.4789915,2.6106195,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.78,2.8659794,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.6893203,2.77,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8625953,2.9527559,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2764227,3.3583333,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4636364,3.4636364,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.512605,3.6347826,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.1538463,4.3448277,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.9256198,4.0598292,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2909091,3.4150944,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.724138,3.724138,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4054055,3.4520547,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.3457944,3.509804,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.5604396,3.724138,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4174757,3.4509804,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6199999,3.6565657,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.5,3.5421686,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.7373738,3.8144331,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.8504672,3.8867924,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.0294118,4.151515,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4680851,3.6629214,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.1551723,4.2654867,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.9821429,3.9821429,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.9636364,4.0370369,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.1862745,4.27,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1954024,3.3493977,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.8521738,2.9818182,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.7608695,3.8021977,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.1456308,4.2277226,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4722223,3.504673,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6315789,3.6964285,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2844036,3.4095237,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.78125,2.902174,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.195122,3.2479339,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.7428572,2.8444445,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.537415,3.6111112,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.3661971,3.3661971,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6972477,3.7314816,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6111112,3.7603307,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.5,3.6272728,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.5172415,3.5172415,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4957266,3.6194689,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.6972475,4.7407408,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.974359,4.1150441,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6966293,3.7386363,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2150538,3.3595505,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6507936,3.7096775,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4,4.0677967,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6930692,3.7676768,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.8172042,3.901099,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.7857144,3.8645833,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.9489796,3.9896908,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2524271,3.3168316,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.3225806,3.3225806,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2844036,3.3148148,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.3928571,3.4545455,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.3445377,3.3445377,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.9736843,2.9736843,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.3103449,3.3684211,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.5491803,3.6386554,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2148149,3.2878788,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.1276596,3.1726618,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4307692,3.4573643,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2809918,3.4224138,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.0992367,3.171875,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.5037036,3.5833333,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.2985075,3.3740458,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4308944,3.4308944,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.1290321,4.173913,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.2795701,4.47191,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.9277108,4.1265821,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.8390806,3.8837209,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.7972972,3.7972972,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.3333335,4.3333335,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.0689654,4.1403508,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.375,3.4137931,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.2631578,4.3200002,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.2592592,4.4230771,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.9041095,4.130435,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.0338984,4.0338984,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.0862069,4.0862069,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.0649352,4.0649352,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.9620254,4.0649352,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.675926,3.7452831,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.76,3.8762887,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6881721,3.6881721,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.75,3.8414633,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.8876405,3.8876405,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.8989899,3.9387755,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.9222221,3.9222221,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.1358023,4.2405062,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.7530863,4,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.6153846,3.6555555,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.5769231,3.6710527,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.8510637,3.9347825,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4.108911,4.108911,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.9549549,3.9549549,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3,3.0370371,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.7821782,3.8199999,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.909091,3.9449542,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.7520661,3.7520661,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.8640776,3.9019608,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.8737864,3.9117646,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.9512196,4.0500002,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
4,4,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.7058823,3.75,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.9381444,3.9381444,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.8118813,3.8499999,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.0470588,2.2894738,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8333334,2.0508475,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.7,1.9367088,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
1.8117647,2.0263157,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.3464568,2.4628098,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
2.1764705,2.3125,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
3.4375,3.4684684,0.99000001,"in 50 of 707 districts, the average number of children ever born among parous women was below 2.1",B,,,
